student_id,gender,grade_level,attendance_pct,study_hours_per_day,math_score,science_score,english_score,history_score,overall_score,performance_tier
STU00968,Female,9,64.7,3.9,59.4,82.4,60.9,83.1,71.3,Medium
STU00969,Female,10,81.5,3.5,74.4,72.1,60.4,71.8,70.4,Medium
STU00970,Male,9,70.4,5.2,76.4,72.9,64.3,70.6,71.8,Medium
STU00971,Female,12,83.8,2.6,60.5,74.6,69.9,66.9,67.9,Medium
STU00972,Male,9,51.4,1.7,56.9,53.5,54.1,64.3,56.8,Low
STU00973,Female,9,73.3,5.5,64.4,70.5,59.6,72.4,66.9,Medium
STU00974,Female,10,88.5,7.4,65.2,67.5,55.6,65.0,63.9,High
STU00975,Male,9,92.3,6.2,73.9,57.6,62.2,69.9,65.9,High
STU00976,Female,11,85.1,3.9,63.2,62.4,77.9,64.4,66.1,Medium
STU00977,Male,12,70.7,5.5,75.4,60.7,70.7,58.6,66.7,Medium
STU00978,Female,12,83.9,4.4,67.1,72.7,68.6,57.3,67.1,High
STU00979,Male,9,80.6,4.3,56.8,65.8,54.2,60.8,59.8,Medium
STU00980,Female,10,63.4,5.6,54.9,68.9,79.5,52.8,63.6,Medium
STU00981,Male,12,64.6,4.4,57.1,67.0,76.3,52.8,63.0,Medium
STU00982,Male,12,55.7,2.4,59.2,60.1,54.2,60.4,58.7,Low
STU00983,Female,12,94.9,7.4,69.7,55.3,65.3,78.7,66.3,High
STU00984,Male,12,88.1,5.4,68.2,62.4,68.2,67.5,66.3,High
STU00985,Male,11,59.5,5.2,43.0,78.4,65.3,63.6,62.2,Medium
STU00986,Male,10,65.9,1.0,42.0,51.9,73.7,60.8,55.1,Medium
STU00987,Male,10,80.1,4.3,51.0,63.1,68.0,48.2,57.5,Medium
STU00988,Male,10,64.8,5.4,75.5,74.6,76.5,59.1,72.2,Medium
STU00989,Male,12,89.7,7.9,71.4,58.6,58.3,64.6,63.6,High
STU00990,Male,9,56.8,1.9,64.2,64.8,72.0,61.7,65.4,Low
STU00991,Male,9,57.5,1.0,63.5,63.3,69.4,88.6,69.6,Low
STU00992,Female,9,77.7,3.9,58.0,50.1,81.8,74.4,63.7,Medium
STU00993,Female,9,67.4,4.5,61.1,71.5,50.1,56.8,61.2,Medium
STU00994,Female,10,92.3,2.6,66.3,79.1,72.7,49.4,68.0,Medium
STU00995,Male,9,70.7,3.0,83.6,66.8,59.1,54.7,67.9,Medium
STU00996,Male,12,100.0,6.8,64.7,64.9,75.3,65.0,66.9,High
STU00997,Male,9,42.3,2.8,60.3,62.6,74.0,72.0,66.1,Low
STU00998,Female,9,91.5,6.0,69.3,66.7,58.6,76.4,67.8,High
STU00999,Male,12,49.0,2.4,58.8,65.5,56.6,69.0,62.4,Low
STU01000,Female,10,72.7,2.4,46.9,64.2,72.6,78.6,63.6,Medium
STU01001,Female,12,89.4,6.9,78.3,65.9,61.0,73.6,70.2,High
STU01002,Female,12,78.0,4.8,52.8,77.5,82.3,49.7,65.5,Medium
STU01003,Male,10,57.5,3.9,73.7,58.2,90.3,57.4,69.1,Low
STU01004,Female,9,69.9,5.5,70.1,74.8,67.5,67.0,70.4,Medium
STU01005,Male,9,52.4,1.5,71.2,63.8,69.5,75.1,69.4,Low
STU01006,Female,9,70.1,3.3,57.0,69.5,54.2,86.9,66.2,Medium
STU01007,Male,10,63.8,2.6,61.0,43.0,70.2,76.8,60.6,Medium
STU01008,Female,10,70.4,3.1,68.0,71.9,64.6,70.3,69.0,Low
STU01009,Male,10,92.8,5.5,59.6,61.0,68.2,59.9,61.8,High
STU01010,Female,9,82.5,5.3,68.8,73.0,45.5,55.9,62.8,Medium
STU01011,Female,12,85.6,8.0,71.8,51.8,70.4,67.1,64.6,High
STU01012,Male,9,69.4,0.5,61.2,65.7,63.2,59.5,62.6,Low
STU01013,Female,9,63.8,1.3,68.3,55.9,80.7,58.7,65.1,Low
STU01014,Male,10,91.4,6.3,59.5,66.6,72.7,59.3,64.2,High
STU01015,Female,11,76.1,6.7,75.3,59.4,78.6,78.7,71.9,Medium
STU01016,Female,12,66.6,1.7,69.1,87.0,56.9,75.6,73.3,Low
STU01017,Female,9,98.8,8.7,62.7,59.8,63.3,71.5,63.7,High
STU01018,Female,12,74.8,5.0,71.1,79.4,58.7,49.9,66.9,Medium
STU01019,Female,10,71.6,3.1,57.7,56.2,60.9,65.8,59.5,Low
STU01020,Male,9,94.1,4.7,69.9,66.1,73.3,56.2,66.7,High
STU01021,Male,9,75.0,4.8,63.7,72.7,59.2,69.1,66.6,Medium
STU01022,Female,11,75.7,2.5,40.4,69.0,65.6,62.5,58.4,Medium
STU01023,Female,10,48.5,3.1,50.8,70.7,74.4,55.0,62.3,Low
STU01024,Male,12,53.3,1.3,64.0,57.9,59.8,69.5,62.4,Low
STU01025,Female,9,65.0,2.3,57.8,67.0,70.0,66.2,64.7,Low
STU01026,Male,11,63.8,2.8,84.8,72.5,55.1,70.1,72.2,Medium
STU01027,Female,10,60.2,1.0,75.4,73.2,56.6,64.8,68.9,Low
STU01028,Male,9,50.5,1.0,56.9,74.9,69.4,55.2,64.5,Low
STU01029,Female,9,71.1,1.0,71.2,62.6,49.9,56.4,61.4,Medium
STU01030,Male,9,65.2,2.2,69.6,65.2,63.4,58.0,64.7,Low
STU01031,Male,10,88.2,7.6,67.8,67.8,57.5,59.2,64.0,High
STU01032,Male,11,75.1,2.6,59.6,84.5,65.4,72.3,70.8,Medium
STU01033,Male,12,90.1,4.9,67.4,70.6,68.7,60.0,67.1,High
STU01034,Female,11,85.1,6.4,63.1,68.1,63.9,68.1,65.8,High
STU01035,Male,11,93.1,4.7,74.9,82.8,65.9,63.5,73.2,High
STU01036,Male,10,76.3,5.6,61.1,61.9,64.2,70.4,63.8,Medium
STU01037,Female,11,82.0,2.8,79.3,67.6,68.5,70.5,71.9,Medium
STU01038,Male,11,81.7,2.8,58.5,72.0,67.3,91.0,70.8,Medium
STU01039,Female,11,92.4,6.9,47.8,74.9,60.3,72.5,63.4,High
STU01040,Female,12,81.7,2.6,60.2,53.9,66.6,71.0,61.8,Medium
STU01041,Female,11,76.9,4.8,67.0,64.0,55.2,46.1,59.6,Medium
STU01042,Female,10,42.6,4.1,81.5,49.9,61.6,67.4,65.2,Low
STU01043,Male,12,71.9,2.3,65.6,58.3,69.6,62.7,63.6,Medium
STU01044,Female,9,68.0,2.0,67.3,70.7,57.8,64.9,65.9,Medium
STU01045,Male,12,52.8,0.9,59.7,71.7,63.0,84.3,68.9,Low
STU01046,Male,9,80.6,5.1,64.2,72.3,61.5,69.5,67.2,Medium
STU01047,Female,11,89.0,6.7,68.5,63.9,73.4,67.7,67.9,High
STU01048,Female,12,90.9,8.1,62.9,59.3,69.9,61.6,63.0,High
STU01049,Female,12,61.7,1.3,67.4,66.9,54.7,73.9,66.0,Low
STU01050,Female,12,92.8,6.6,57.7,73.2,65.5,59.1,64.2,High
STU01051,Female,10,51.6,3.2,50.8,74.6,73.4,81.8,68.7,Low
STU01052,Female,9,69.1,4.3,65.6,56.3,58.4,61.5,60.6,Medium
STU01053,Male,12,60.9,1.0,56.0,70.9,57.8,59.8,61.6,Low
STU01054,Female,9,46.1,1.6,54.9,56.2,59.4,75.6,60.3,Low
STU01055,Female,12,49.8,2.9,48.9,83.0,72.7,76.6,69.4,Low
STU01056,Male,9,71.6,3.4,80.6,75.1,66.6,68.5,73.7,Medium
STU01057,Female,10,76.8,0.7,66.2,64.6,69.4,65.2,66.2,Low
STU01058,Male,10,71.7,5.5,64.5,55.9,53.9,53.0,57.5,Medium
STU01059,Female,11,84.0,3.0,55.9,65.4,60.6,58.6,60.2,Medium
STU01060,Female,12,67.2,1.7,71.7,87.8,70.6,65.0,75.0,Medium
STU01061,Male,10,52.5,3.0,75.9,72.8,56.9,68.3,69.6,Low
STU01062,Female,10,77.3,4.1,63.0,58.9,51.0,61.9,59.2,Low
STU01063,Male,10,52.7,2.7,63.8,53.4,61.9,70.1,61.6,Low
STU01064,Male,12,61.6,4.6,62.2,87.0,49.8,88.5,72.4,Medium
STU01065,Male,12,81.0,6.5,74.7,65.3,73.5,65.9,69.9,Medium
STU01066,Male,12,81.1,4.2,65.7,72.6,75.4,56.0,67.8,Medium
STU01067,Male,9,88.2,5.4,74.6,75.6,59.4,59.2,68.8,High
STU01068,Male,10,91.5,4.4,67.2,60.3,60.2,56.6,61.6,High
STU01069,Female,10,68.0,6.4,63.3,69.8,56.1,71.1,65.4,Medium
STU01070,Male,11,68.6,3.8,73.1,79.6,69.6,59.0,71.5,Medium
STU01071,Male,11,87.2,2.8,61.7,77.9,60.4,81.5,70.3,Medium
STU01072,Male,11,97.4,6.2,63.4,77.9,64.4,66.3,68.5,High
STU01073,Female,10,86.7,5.5,60.0,72.4,57.7,63.2,63.9,High
STU01074,Female,10,96.6,7.7,61.2,68.2,76.7,62.7,66.7,High
STU01075,Female,10,54.8,2.9,61.1,57.8,70.5,61.4,62.0,Low
STU01076,Female,10,69.4,5.8,63.9,65.2,68.9,83.3,69.2,Medium
STU01077,Female,10,76.8,4.5,65.3,45.8,66.4,82.3,63.1,Medium
STU01078,Male,12,85.8,5.5,62.4,69.3,47.6,64.8,62.0,Medium
STU01079,Male,10,93.1,7.9,69.0,63.1,73.0,62.7,66.8,High
STU01080,Male,9,58.9,2.6,61.2,55.7,85.0,74.7,67.0,Low
STU01081,Male,10,44.9,2.3,68.5,58.8,65.3,70.8,65.4,Low
STU01082,Male,11,96.8,7.2,63.3,74.7,68.7,54.9,66.1,High
STU01083,Male,9,67.1,4.5,60.6,55.1,66.6,74.2,62.9,Medium
STU01084,Male,9,45.8,1.0,63.9,72.7,72.1,68.7,69.1,Low
STU01085,Male,10,65.9,2.4,60.7,58.4,67.3,79.8,65.2,Low
STU01086,Female,10,63.6,4.0,65.2,57.2,45.4,74.2,60.6,Medium
STU01087,Female,11,76.0,2.5,84.8,67.9,56.5,56.9,68.5,Medium
STU01088,Female,12,86.9,7.3,71.0,60.0,61.0,61.5,63.8,High
STU01089,Female,12,58.4,0.5,56.9,71.2,57.7,71.7,64.3,Low
STU01090,Female,11,87.8,5.7,57.5,70.5,66.3,70.9,65.8,High
STU01091,Female,12,44.0,0.5,59.2,60.7,76.5,69.6,65.2,Low
STU01092,Female,9,88.6,5.3,73.0,62.7,67.3,69.6,68.1,Medium
STU01093,Male,11,78.3,2.8,68.8,70.9,64.5,60.0,66.8,Medium
STU01094,Female,12,66.7,6.0,53.9,74.2,55.8,70.3,63.6,Medium
STU01095,Male,11,89.9,6.9,58.8,70.0,66.5,64.4,64.8,High
STU01096,Male,11,90.5,5.6,67.1,74.7,60.4,66.0,67.8,High
STU01097,Female,12,95.8,5.1,71.4,67.3,78.4,61.8,69.6,High
STU01098,Female,10,97.9,7.5,66.1,66.0,55.9,62.9,63.4,High
STU01099,Male,11,76.6,3.1,57.3,70.6,44.6,53.9,58.1,Low
STU01100,Male,11,74.3,1.4,70.0,60.2,55.9,68.1,63.9,Medium
STU01101,Male,9,93.8,6.9,68.3,76.5,56.3,57.3,66.2,High
STU01102,Female,11,63.5,2.7,63.1,77.3,68.1,53.8,66.5,Low
STU01103,Female,12,80.0,3.5,65.0,63.4,62.6,73.8,65.8,Low
STU01104,Female,11,47.2,2.3,71.1,60.8,52.6,67.7,63.6,Low
STU01105,Female,11,51.7,2.2,77.2,68.6,65.3,62.2,69.2,Low
STU01106,Male,9,84.2,7.4,53.8,74.0,67.6,67.1,65.3,High
STU01107,Male,10,79.4,7.0,73.3,71.1,64.3,65.6,69.3,Medium
STU01108,Female,10,53.4,0.5,67.7,67.8,59.9,66.2,65.9,Low
STU01109,Female,10,81.4,4.2,61.6,67.1,63.3,58.4,63.0,Medium
STU01110,Male,9,95.7,7.4,68.5,63.3,61.4,66.8,65.2,High
STU01111,Male,10,49.1,1.5,54.6,67.3,53.1,63.6,59.9,Low
STU01112,Female,11,83.5,8.1,65.7,63.7,59.6,71.4,65.0,High
STU01113,Male,9,77.4,5.6,56.6,61.7,74.3,53.7,61.1,High
STU01114,Male,12,65.9,5.9,73.6,68.1,64.8,71.1,69.7,Medium
STU01115,Female,11,63.1,4.7,71.8,62.3,66.0,59.6,65.4,Medium
STU01116,Female,12,78.9,6.3,59.5,66.3,76.5,86.8,70.4,Medium
STU01117,Male,11,81.5,6.5,65.0,66.2,67.4,81.6,69.2,High
STU01118,Female,10,54.4,2.4,61.1,57.7,69.9,60.0,61.6,Low
STU01119,Male,9,69.0,3.2,64.6,67.1,63.7,67.4,65.7,Medium
STU01120,Male,12,93.3,6.8,61.0,64.4,62.6,65.7,63.3,High
STU01121,Female,12,61.9,2.8,69.4,52.9,54.0,73.0,62.1,Low
STU01122,Female,12,52.9,3.2,69.8,81.9,64.5,67.7,72.0,Low
STU01123,Male,9,37.9,3.6,69.3,74.1,69.0,73.9,71.6,Low
STU01124,Female,9,46.0,0.5,67.1,57.5,59.0,67.6,62.7,Low
STU01125,Male,12,68.2,6.3,72.3,64.2,79.0,81.2,73.0,Medium
STU01126,Male,10,75.7,4.3,70.2,69.0,66.5,64.7,68.0,Medium
STU01127,Female,11,87.8,5.5,58.5,63.3,53.1,65.9,60.3,High
STU01128,Female,12,76.8,1.0,61.7,54.2,67.4,66.9,61.6,Medium
STU01129,Male,10,75.6,4.2,70.3,74.8,65.7,75.7,71.8,Medium
STU01130,Female,9,77.8,5.6,50.8,60.5,53.6,54.8,55.1,Medium
STU01131,Female,12,92.5,5.9,72.1,76.1,55.8,56.5,66.9,Medium
STU01132,Male,12,95.0,5.7,54.1,66.7,64.7,77.7,64.7,Medium
STU01133,Female,12,92.4,5.6,68.0,56.5,65.1,63.8,63.1,High
STU01134,Female,11,84.1,5.0,67.0,63.6,77.3,69.6,68.6,High
STU01135,Female,10,79.8,3.0,58.8,45.1,52.5,63.4,54.4,Medium
STU01136,Male,11,92.0,3.7,65.3,70.2,65.0,73.8,68.4,High
STU01137,Male,11,58.3,2.7,81.9,64.6,62.9,58.1,68.2,Low
STU01138,Male,9,77.3,5.0,65.6,38.9,54.1,65.6,55.3,Medium
STU01139,Female,10,75.5,4.1,56.2,60.9,48.8,72.1,59.3,Medium
STU01140,Female,11,84.0,4.0,75.9,52.2,73.2,58.7,64.8,Medium
STU01141,Female,10,67.5,2.0,68.7,71.5,70.0,71.0,70.3,Low
STU01142,Female,9,63.9,4.8,73.4,60.2,54.4,67.0,64.4,Medium
STU01143,Male,12,68.5,4.4,44.4,71.6,86.2,53.9,62.8,Medium
STU01144,Male,9,74.2,3.3,69.8,67.8,69.1,60.3,67.2,Medium
STU01145,Female,12,75.8,6.4,59.8,75.2,65.6,71.2,67.9,Medium
STU01146,Female,11,47.1,4.6,67.7,66.4,71.4,63.8,67.3,Low
STU01147,Female,9,68.2,0.5,87.6,73.9,46.0,66.7,71.0,Low
STU01148,Female,10,83.0,4.1,54.5,69.8,64.2,67.1,63.6,Medium
STU01149,Female,11,64.8,2.6,55.9,50.5,59.6,54.5,54.7,Low
STU01150,Female,12,31.4,1.6,66.8,68.9,49.7,58.6,62.4,Low
STU01151,Female,10,68.2,3.1,48.2,60.8,58.5,77.8,60.0,Medium
STU01152,Male,12,52.9,3.3,72.2,50.5,63.3,55.5,60.6,Low
STU01153,Male,11,74.4,1.0,81.4,74.9,72.3,70.9,75.5,Medium
STU01154,Female,11,79.1,3.4,84.0,75.7,68.4,70.3,75.6,Medium
STU01155,Female,11,78.1,4.0,67.7,53.3,59.4,63.3,60.8,Medium
STU01156,Female,11,80.0,2.6,65.8,63.2,55.1,61.6,62.0,Low
STU01157,Male,12,89.1,6.7,68.3,57.9,63.5,70.8,64.7,High
STU01158,Male,11,50.9,2.6,63.1,75.3,72.4,65.2,69.0,Low
STU01159,Female,9,50.3,1.9,62.9,74.3,70.1,50.3,65.2,Low
STU01160,Male,9,95.8,8.1,72.3,60.4,69.0,70.6,67.7,High
STU01161,Male,10,48.0,3.6,69.8,69.6,67.3,64.4,68.2,Low
STU01162,Male,11,90.2,6.7,49.7,70.5,68.0,55.7,60.8,High
STU01163,Female,10,75.7,4.4,65.6,71.7,76.6,58.4,68.2,Medium
STU01164,Female,11,68.8,4.1,73.1,89.3,47.8,69.9,72.3,Medium
STU01165,Male,10,92.3,5.6,53.9,67.1,62.6,52.4,59.3,High
STU01166,Female,9,54.4,0.6,65.1,65.3,51.2,65.2,62.4,Low
STU01167,Female,9,43.4,2.4,59.6,62.2,74.8,61.0,63.7,Low
STU01168,Male,11,81.7,2.2,67.6,67.0,71.4,79.7,70.6,Medium
STU01169,Female,12,97.5,8.7,71.4,73.7,66.8,66.7,70.2,High
STU01170,Male,10,82.6,6.4,68.2,73.9,62.4,56.2,66.4,Medium
STU01171,Male,11,65.8,2.7,63.3,67.0,77.6,75.2,69.6,Medium
STU01172,Male,10,52.3,2.7,67.0,64.3,49.7,64.1,62.2,Low
STU01173,Male,10,81.2,3.5,54.4,60.2,78.3,67.2,63.5,Medium
STU01174,Male,12,71.6,3.8,77.6,65.7,73.7,53.1,68.4,Medium
STU01175,Female,11,64.9,1.3,67.2,71.4,54.6,55.3,63.6,Medium
STU01176,Male,10,74.7,5.2,72.1,86.6,48.0,69.2,71.0,Medium
STU01177,Male,9,62.6,2.9,66.3,62.0,61.3,60.3,62.8,Low
STU01178,Female,11,84.2,6.8,60.2,77.9,63.5,64.3,67.0,High
STU01179,Female,11,59.0,1.8,76.9,76.7,68.3,72.1,74.2,Low
STU01180,Female,9,64.7,6.4,64.0,60.0,60.2,63.2,61.9,Medium
STU01181,Male,12,60.0,2.4,55.3,77.8,63.7,81.8,69.0,Low
STU01182,Female,11,71.3,1.0,61.8,71.3,44.2,66.1,62.0,Medium
STU01183,Female,12,78.6,3.8,74.1,55.2,65.3,63.2,64.5,Medium
STU01184,Female,10,63.3,2.3,74.6,70.5,72.7,63.6,70.8,Low
STU01185,Female,12,96.9,8.4,72.9,64.9,79.8,70.4,71.4,High
STU01186,Male,10,53.3,2.8,51.8,63.2,63.0,63.5,59.8,Low
STU01187,Male,10,76.1,4.9,76.5,68.3,58.9,58.4,66.9,Medium
STU01188,Female,9,100.0,5.3,52.5,60.4,58.6,77.2,61.0,High
STU01189,Female,12,61.2,5.9,70.3,68.5,74.4,58.6,68.2,Medium
STU01190,Male,10,55.6,3.8,67.3,64.8,64.9,71.1,66.8,Medium
STU01191,Female,10,93.5,7.3,68.7,68.0,65.8,75.8,69.3,High
STU01192,Male,11,71.2,2.8,78.0,77.7,66.2,62.1,72.4,Medium
STU01193,Male,11,79.6,4.6,46.0,67.0,43.1,59.0,54.3,Medium
STU01194,Male,9,56.3,3.6,66.1,54.5,56.2,58.3,59.1,Medium
STU01195,Female,12,96.1,6.4,57.4,66.4,70.4,58.4,62.9,High
STU01196,Female,10,54.2,0.7,69.6,88.3,71.9,69.2,75.6,Low
STU01197,Male,10,49.7,3.4,69.0,62.4,64.1,54.1,63.1,Low
STU01198,Female,11,56.8,2.3,63.9,71.4,53.3,88.1,68.9,Low
STU01199,Female,10,79.0,5.8,45.8,54.9,67.9,66.6,57.1,Medium
STU01200,Male,11,87.5,8.3,54.2,61.6,56.7,63.2,58.7,High
STU01201,Female,12,50.8,0.6,72.6,60.5,62.0,70.1,66.4,Low
STU01202,Female,10,95.1,9.0,62.2,72.0,77.0,73.0,70.3,High
STU01203,Male,10,93.7,5.9,52.6,65.8,51.3,62.3,58.2,High
STU01204,Female,10,83.8,5.4,67.7,66.8,67.3,69.6,67.7,Medium
STU01205,Female,12,69.8,4.1,74.1,58.9,58.6,52.6,62.1,Medium
STU01206,Female,10,48.4,1.9,63.4,81.7,82.1,65.2,73.0,Low
STU01207,Male,9,59.9,1.0,47.4,83.8,56.1,66.2,63.8,Medium
STU01208,Female,9,80.6,5.2,49.7,65.3,52.5,58.6,56.7,Medium
STU01209,Male,11,90.6,3.7,63.7,66.2,65.5,64.9,65.0,Medium
STU01210,Male,9,39.7,2.9,82.1,68.5,76.2,72.9,75.0,Low
STU01211,Male,12,74.3,6.5,79.9,68.9,66.0,80.2,73.9,Medium
STU01212,Male,12,82.0,5.2,56.1,69.0,86.9,79.5,70.8,Medium
STU01213,Female,12,95.3,7.7,54.7,62.1,68.1,78.8,64.4,High
STU01214,Female,11,64.1,4.2,61.0,51.1,58.5,87.5,62.8,Low
STU01215,Female,12,71.9,7.8,87.0,73.6,63.8,44.0,69.7,Medium
STU01216,Female,11,94.6,6.6,66.9,75.1,69.1,66.0,69.6,High
STU01217,Female,12,98.1,7.2,69.8,61.5,61.5,62.3,64.2,High
STU01218,Male,11,75.3,3.7,69.7,81.8,41.6,65.0,66.8,Medium
STU01219,Female,12,65.5,2.7,71.3,66.9,69.7,53.8,66.2,Medium
STU01220,Male,10,74.5,1.1,70.6,68.6,56.4,75.2,68.1,Medium
STU01221,Female,9,43.1,1.6,61.7,55.4,66.7,58.4,60.2,Low
STU01222,Female,12,82.9,7.7,72.0,62.4,66.0,64.7,66.5,High
STU01223,Female,12,65.1,3.7,54.0,80.0,62.5,61.6,65.0,Medium
STU01224,Female,9,58.9,2.7,64.9,72.2,65.2,69.6,68.1,Low
STU01225,Male,11,69.3,6.1,57.1,68.9,49.8,71.4,62.0,Medium
STU01226,Male,12,64.3,2.9,68.5,51.5,60.8,60.0,60.2,Medium
STU01227,Female,9,76.1,4.4,63.2,57.1,45.7,70.3,59.3,Medium
STU01228,Male,10,69.3,4.8,53.3,46.8,69.9,65.1,57.0,Medium
STU01229,Male,11,65.5,0.7,73.2,87.2,60.0,63.8,72.9,Low
STU01230,Female,10,76.2,1.8,73.0,58.9,69.5,77.8,69.0,Medium
STU01231,Female,11,70.9,0.7,72.8,64.3,67.5,71.3,68.9,Low
STU01232,Female,10,100.0,6.7,71.2,58.3,69.6,68.1,66.4,High
STU01233,Female,12,91.2,6.7,67.2,50.5,66.0,59.3,60.4,High
STU01234,Male,9,91.4,7.4,59.0,73.8,61.9,64.9,65.2,High
STU01235,Male,12,67.2,5.0,38.9,69.1,61.3,64.7,57.6,Medium
STU01236,Female,9,60.6,2.7,54.0,68.2,62.9,64.9,62.2,Medium
STU01237,Female,10,48.5,0.9,66.6,71.8,66.4,70.2,68.8,Low
STU01238,Female,12,78.4,3.8,57.5,70.8,76.4,50.2,63.8,Medium
STU01239,Male,9,50.9,0.9,56.6,61.6,75.2,80.0,66.5,Low
STU01240,Male,10,94.0,4.8,65.6,76.0,82.4,74.7,73.9,High
STU01241,Male,9,73.3,1.8,62.2,83.2,55.8,69.8,68.7,Low
STU01242,Female,12,59.8,1.3,57.0,61.7,78.3,66.6,64.6,Low
STU01243,Male,12,66.7,1.0,66.2,66.2,67.1,55.1,64.2,Low
STU01244,Female,9,49.5,0.7,58.1,82.1,78.5,70.5,71.9,Low
STU01245,Male,10,39.1,1.3,58.1,58.9,67.3,56.9,59.9,Low
STU01246,Male,10,79.7,6.0,52.3,70.2,62.5,61.1,61.5,Medium
STU01247,Female,10,88.8,6.3,61.8,53.5,70.4,76.0,63.9,High
STU01248,Female,11,87.6,6.0,64.8,66.8,66.9,66.1,66.1,High
STU01249,Female,10,64.6,1.2,77.5,84.0,73.5,46.0,72.4,Low
STU01250,Female,10,76.3,3.7,79.4,53.5,88.2,64.7,70.4,Medium
STU01251,Male,11,60.3,1.8,59.9,75.5,88.2,56.3,69.5,Low
STU01252,Male,9,67.8,2.6,61.7,59.2,59.3,58.5,59.8,Medium
STU01253,Male,9,95.0,7.4,72.6,73.2,70.9,54.4,68.8,High
STU01254,Female,12,92.9,7.2,62.2,59.3,61.3,54.5,59.6,High
STU01255,Female,10,74.0,8.0,51.7,76.3,74.1,47.1,62.6,Medium
STU01256,Male,9,91.6,4.8,77.3,63.5,65.9,77.4,70.9,Medium
STU01257,Male,9,91.6,7.2,58.9,77.0,61.9,66.7,66.5,High
STU01258,Female,12,70.8,4.4,60.6,59.9,75.7,77.2,66.7,Medium
STU01259,Male,12,97.0,6.2,55.4,66.8,58.5,59.2,60.2,High
STU01260,Female,9,65.3,4.8,50.0,54.7,67.2,50.2,54.9,Medium
STU01261,Female,11,68.4,5.6,62.2,62.1,78.9,69.8,67.0,Medium
STU01262,Male,11,55.5,2.0,61.5,69.3,78.0,73.2,69.5,Low
STU01263,Male,10,77.1,2.7,68.3,65.5,63.2,49.9,62.8,Medium
STU01264,Male,11,69.6,8.0,46.0,70.9,79.7,58.4,62.7,Medium
STU01265,Female,9,94.7,6.8,56.5,72.6,64.1,74.6,66.5,High
STU01266,Male,9,89.7,5.7,62.1,75.3,54.9,51.8,62.6,High
STU01267,Female,9,72.7,3.4,60.6,76.9,82.1,53.7,68.4,Medium
STU01268,Male,11,66.1,3.4,74.5,74.0,72.2,78.2,74.6,Medium
STU01269,Male,11,77.2,4.9,57.9,49.5,65.2,78.0,60.9,Medium
STU01270,Male,12,76.6,5.0,92.7,73.6,65.5,39.4,70.9,Medium
STU01271,Female,12,72.4,4.8,71.7,63.6,55.4,52.2,62.1,Medium
STU01272,Female,12,62.5,1.9,69.5,71.6,54.9,76.3,68.6,Low
STU01273,Male,12,66.5,2.3,62.8,61.6,58.1,63.2,61.6,Low
STU01274,Male,10,84.2,6.3,65.9,67.8,59.5,62.2,64.4,High
STU01275,Female,12,67.0,4.0,62.2,63.1,67.3,60.5,63.2,Medium
STU01276,Male,9,88.1,5.4,79.9,69.7,70.7,72.4,73.5,High
STU01277,Male,9,96.3,3.0,69.0,68.5,68.5,63.7,67.7,High
STU01278,Female,10,45.7,3.4,61.0,60.2,53.6,55.6,58.2,Low
STU01279,Female,10,84.9,4.5,77.7,61.8,67.6,60.8,67.5,High
STU01280,Male,12,83.4,3.8,67.6,68.2,61.2,74.9,68.0,Medium
STU01281,Male,9,72.4,3.3,67.1,69.3,58.1,60.3,64.6,Medium
STU01282,Male,12,62.7,1.6,65.2,64.1,69.6,55.8,63.9,Medium
STU01283,Male,12,86.2,2.7,82.8,64.0,41.8,84.7,69.3,Medium
STU01284,Male,12,91.7,4.7,71.4,60.6,60.8,71.9,66.1,High
STU01285,Male,11,69.6,2.6,57.9,74.9,57.4,73.9,66.1,Medium
STU01286,Female,12,82.4,5.0,64.2,68.3,57.2,62.2,63.6,Medium
STU01287,Male,9,81.5,7.6,69.3,62.4,75.4,72.5,69.1,High
STU01288,Male,10,87.0,2.8,65.3,73.8,47.7,70.8,65.4,Medium
STU01289,Male,12,89.6,7.0,63.1,62.9,70.2,64.8,64.8,High
STU01290,Female,10,98.1,4.5,67.2,59.7,57.0,65.9,62.6,High
STU01291,Female,10,81.3,5.8,60.6,67.7,70.6,74.0,67.4,Medium
STU01292,Male,12,81.0,4.7,71.7,70.0,72.7,61.1,69.3,High
STU01293,Male,11,71.3,1.6,64.4,53.4,53.5,57.9,57.6,Medium
STU01294,Male,11,78.2,5.9,67.3,38.9,63.9,66.2,57.9,Medium
STU01295,Male,9,41.1,2.6,63.8,58.3,65.5,54.3,60.6,Low
STU01296,Female,9,82.4,7.6,59.0,65.2,67.9,59.2,62.7,High
STU01297,Male,11,97.7,6.2,69.3,71.5,70.8,65.9,69.6,High
STU01298,Female,9,97.1,7.0,59.1,56.2,54.5,64.4,58.4,High
STU01299,Female,9,78.9,4.6,56.9,79.3,64.0,54.4,64.5,Medium
STU01300,Female,10,80.8,3.6,57.4,64.9,68.2,65.1,63.4,Medium
STU01301,Male,11,98.3,5.4,69.2,75.3,59.9,58.3,67.0,High
STU01302,Female,12,68.6,2.4,67.0,71.4,58.2,82.7,69.7,Low
STU01303,Female,10,87.5,6.3,64.8,71.3,68.3,75.0,69.5,High
STU01304,Female,12,75.9,4.9,56.1,57.9,66.7,66.5,60.8,Medium
STU01305,Female,10,76.4,4.4,80.2,65.9,55.3,65.8,68.0,Medium
